,cases,BandMaxSAT,BandMaxSAT_time,BandMaxSAT_v,BandMaxSAT_v_time,NuWLS,NuWLS_time,NuWLSV,NuWLSV_time,SATLike3.0,SATLike3.0_time,SATLike3.0_v,SATLike3.0_v_time,Loandra,Loandra_time,TT-OWI,TT-OWI_time,NuWLS_i,NuWLS_i_time,NuWLSV_s,NuWLSV_s_time
145,w_2022_lisbon-wedding-7-19.wcnf,825,49.6,477,296.86,504,30.35,476,164.48,493,134.74,448,185.79,424.0,8.97,426,4.0,498,162.83,489,118.02
146,w_2022_mul.role_university_multiple_0.1_0.wcnf,61450,28.95,84618,298.95,59889,272.32,59438,203.47,61268,270.06,60675,189.96,67547.0,45.03,80493,123.0,59977,214.79,59438,190.3
147,w_2022_bnn_mnist_0_label7_adversarial_norm_inf_totalizer.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
148,w_2022_dds4.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
149,w_2022_instance5.wcnf,1580,21.84,1558,201.06,1396,65.2,1304,232.85,1388,45.74,1356,166.02,1224.0,34.07,1201,35.0,1306,195.08,1384,217.91
150,w_2022_wg2.wcnf,205,43.41,157,261.43,144,33.33,136,95.06,197,84.9,153,236.68,94.0,100.74,134,140.0,165,129.12,160,85.64
151,w_2022_BrazilInstance2.xml.wcnf,295,4.33,268,61.04,187,216.0,147,82.55,264,119.27,285,197.35,8.0,234.36,5,98.0,184,27.39,150,35.57
152,w_2022_hea.formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4.wcnf,137,42.74,136,11.12,146,2.41,146,2.26,128,170.66,127,200.63,83.0,96.57,122,47.0,136,125.53,146,1.95
153,w_2022_af-synthesis_stb_50_60_3.wcnf,143,22.46,138,296.49,115,173.49,115,77.32,170,220.16,137,192.69,115.0,11.36,115,23.0,115,53.58,115,75.81
154,w_2022_causal_Heart_10_212.wcnf,5166113,7.04,5166113,4.61,5166113,5.28,5166113,5.8,5166113,62.88,5166113,41.97,1453924.0,152.53,1636808,15.0,5166113,6.03,5166113,5.31
155,w_2022_random-net-50-4_network-8.net.wcnf,43243,0.46,43243,62.85,43243,0.32,43243,0.62,43972,241.19,43243,38.71,43731.0,202.61,47092,1.0,43243,53.3,43243,0.53
156,w_2022_dim.MANN_a81.clq.wcnf,1995,4.52,1995,159.11,1995,0.07,1995,0.02,1995,26.84,1995,28.87,1999.0,14.44,2054,5.0,1995,0.02,1995,0.01
157,w_2022_bnn_mnist_1_label2_adversarial_norm_inf_totalizer.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
158,w_2022_aus.formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_6.wcnf,579,26.37,546,96.13,587,51.16,570,29.07,520,151.96,517,164.25,288.0,129.02,415,21.0,517,10.04,570,29.08
159,w_2022_ram_k4_n20.ra1.wcnf,2818,6.07,2937,289.14,2751,234.83,3127,101.16,2339,152.14,2688,213.64,7720.0,52.88,5397,46.0,3020,51.07,3187,181.31
160,w_2022_ran-scp.scpnrh5_weighted.wcnf,55,2.68,57,254.39,55,4.76,55,5.37,71,2.7,58,281.39,64.0,30.26,57,74.0,55,5.44,55,5.3
161,w_2022_mul.role_domino_multiple_1.0_4.wcnf,274260,5.85,229869,298.62,230097,53.98,230211,72.51,230952,241.97,230097,141.71,238362.0,52.46,237792,49.0,230097,68.63,230211,73.31
162,w_2022_SwitchingActivityMaximization_OpenRISC1200_66.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,4.0,152.09,16,265.0,None,300,None,300
163,w_2022_hea.formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_4.wcnf,128,22.4,120,173.41,127,58.66,128,18.47,114,230.45,93,233.97,61.0,296.02,83,194.0,125,30.36,128,20.83
164,w_2022_instance6.wcnf,2302,10.52,2170,78.01,2095,80.95,2183,78.63,2312,102.07,2075,291.38,2068.0,231.99,2200,250.0,2190,103.83,2087,77.39
165,w_2022_polysite-pmd.wcnf,None,300,188427,109.78,188481,213.28,188493,161.81,188493,226.18,188458,261.96,190826.0,105.28,188404,226.0,188501,157.24,188491,200.11
166,w_2022_SwitchingActivityMaximization_OpenRISC1200_100.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,32.0,54.71,26,254.0,None,300,None,300
167,w_2022_wei.MultiDay_3_weighted.wcnf,1057495,24.72,1144745,298.67,1053957,281.89,1053249,178.94,1172410,5.86,1172361,63.18,1316293.0,33.37,1221199,14.0,1053523,199.96,1053249,180.84
168,w_2022_vio.role_university_violations_0.2_7.wcnf,122084,30.31,164942,293.99,118993,277.17,119186,186.74,121009,277.77,121547,191.44,127653.0,50.34,154639,300.0,118968,234.5,119186,183.27
169,w_2022_dim.san400_0.7_3.clq.wcnf,1201,6.53,1201,44.74,1201,0.0,1201,0.0,1201,19.94,1201,9.86,1201.0,23.83,1331,1.0,1201,0.0,1201,0.0
170,w_2022_polysite-hsqldb.wcnf,None,300,172418,203.35,172555,148.45,172555,147.56,172590,270.66,172570,253.16,175624.0,123.11,172385,291.0,172545,191.42,172555,172.36
171,w_2022_lisbon-wedding-10-19.wcnf,991,14.02,409,281.46,443,42.91,422,215.75,556,175.75,414,91.81,380.0,8.31,380,20.0,432,40.61,433,242.18
172,w_2022_af-synthesis_stb_50_200_4.wcnf,119,33.67,122,66.52,105,6.65,105,98.19,171,266.36,137,238.98,105.0,39.84,105,19.0,105,64.16,105,68.41
173,w_2022_vio.role_domino_violations_0.25_14.wcnf,83121,46.85,97807,296.94,83847,54.6,84325,39.56,95953,202.16,91851,298.35,123295.0,33.75,110050,32.0,83073,47.2,84165,189.25
174,w_2022_dir.1403.wcsp.dir.wcnf,462259,59.52,463247,60.07,459246,7.29,459247,0.31,467240,255.01,466248,76.9,463256.0,72.52,471267,16.0,459247,1.62,459246,182.32
175,w_2022_MinWidthCB_mitdbsample_300_64_1k_6s_1t_8.wcnf,78465,36.51,76505,262.37,75285,270.85,75030,196.45,75685,288.19,78410,175.3,82110.0,8.17,76195,10.0,75110,145.88,75485,298.07
176,w_2022_Rounded_BTWBNSL_adult15N_TWBound_2.wcnf,41236695505,0.07,35541404308,30.99,35494555855,154.68,35552808066,26.02,36685496574,0.26,36474036621,1.71,35383154828.0,28.86,35377360348,2.0,35526320748,51.15,35527080926,132.54
177,w_2022_power-distribution_12_8.wcnf,240,26.29,216,13.93,216,7.98,216,5.43,216,51.45,216,18.0,220.0,45.38,216,10.0,216,2.9,216,5.52
178,w_2022_Rounded_BTWBNSL_insurance_1000_1_3.scores_TWBound_2.wcnf,1841389344,0.19,1744184067,0.66,1435892692,179.81,1423448474,87.04,1785520410,0.18,1785271790,2.71,1409414857.0,56.73,1409088670,6.0,1427222658,23.98,1423369080,94.9
179,w_2022_log.1401.wcsp.log.wcnf,461100,43.78,462106,282.61,459106,0.55,459106,0.88,469100,264.58,467099,1.86,463110.0,38.18,476114,32.0,459106,0.68,459106,0.79
180,w_2022_bnn_mnist_rot_15_label8_adversarial_norm_inf_totalizer.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
181,w_2022_pa-2.wcnf,2579,118.28,2425,88.01,3017,120.77,3349,129.98,3349,73.71,3349,89.65,300,300,10675,287.0,3093,127.43,3349,120.25
182,w_2022_af-synthesis_stb_50_120_3.wcnf,125,42.75,121,238.76,102,30.4,102,34.24,126,286.04,119,242.11,100.0,15.95,100,257.0,101,116.8,101,230.03
183,w_2022_lisbon-wedding-8-19.wcnf,777,4.69,527,129.74,436,165.1,431,156.17,547,115.23,424,65.72,399.0,8.65,399,47.0,439,217.47,449,75.07
184,w_2022_wei.MultiDay_2_weighted.wcnf,464892,12.32,493394,299.15,460982,292.67,460617,285.82,514911,4.5,514949,84.73,576458.0,23.89,537594,9.0,460818,281.9,460617,294.58
185,w_2022_inf-road-usa.wcnf,None,300,759720552,254.63,None,300,None,300,759720620,194.8,759719656,170.91,903206743.0,232.55,None,300,None,300,None,300
186,w_2022_simNo_1-s_5-m_100-n_500-fp_0.0001-fn_0.05.wcnf,13485403361420910,18.8,718516235108460,40.27,609340514685220,78.98,606094102479838,116.33,725529582889954,15.29,669574106026436,13.2,604399915917502.0,279.97,603576482789549,271.0,608517081557267,70.23,605223349045455,168.86
187,w_2022_dim.hamming10-4.clq.wcnf,1683,0.57,1683,59.55,1683,0.02,1683,0.0,1683,13.59,1683,10.7,1710.0,37.67,1793,1.0,1683,0.0,1683,0.0
188,w_2022_dim.brock800_3.clq.wcnf,1079,0.0,1079,34.24,1079,0.0,1079,0.0,1079,16.01,1079,9.05,1119.0,47.05,1222,1.0,1079,0.0,1079,0.0
189,w_2022_ann.formula_0.8_2021_atleast_63_max-5_reduced_incomplete_adaboost_4.wcnf,418,13.19,418,51.32,396,10.66,396,15.38,379,192.14,362,113.57,267.0,296.88,498,17.0,396,14.39,396,15.9
190,w_2022_aus.formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_4.wcnf,358,4.28,425,5.31,351,113.87,350,115.39,353,263.73,348,23.94,307.0,115.14,447,2.0,350,68.54,350,124.28
191,w_2022_downcast-pmd.wcnf,None,300,4235,169.52,4287,156.64,4281,114.37,4289,276.52,4263,190.3,6287.0,146.45,4227,201.0,4287,141.2,4281,120.36
192,w_2022_SwitchingActivityMaximization_OpenRISC1200_200.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,125.0,200.89,126,245.0,None,300,None,300
193,w_2022_wei.SingleDay_15_weighted.wcnf,3645151,57.46,3745851,297.99,3647780,197.93,3644296,227.03,3645753,263.75,3803525,263.73,3819612.0,8.07,3732772,300.0,3647046,241.76,3641464,220.85
194,w_2022_MinWidthCB_power_600_24_1k_6s_1t_8.wcnf,85927,58.32,82772,70.84,83677,71.05,83070,206.98,84839,254.34,83155,23.74,82282.0,127.49,89347,6.0,84083,149.72,83519,170.28
195,w_2022_af-synthesis_stb_50_140_8.wcnf,129,11.97,134,82.69,113,99.0,114,12.95,205,1.41,179,261.63,113.0,9.42,113,5.0,114,41.66,114,12.63
196,w_2022_power-distribution_2_8.wcnf,10,0.85,10,0.96,10,2.77,10,0.74,10,0.66,10,0.7,10.0,9.36,10,3.0,10,0.66,10,0.8
197,w_2022_web-wikipedia2009.wcnf,36530121,31.7,35294455,295.97,27075060,172.12,27051508,191.8,35378352,188.8,35340565,205.72,34917420.0,43.86,42331076,296.0,27060975,284.56,27051508,183.45
198,w_2022_ram_k3_n17.ra1.wcnf,10942,59.85,11331,272.56,10372,0.62,10372,1.32,10372,40.53,10372,254.82,14527.0,265.46,13762,8.0,10372,2.09,10372,1.24
199,w_2022_pri.formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_3.wcnf,139,46.05,130,203.06,148,10.36,148,7.37,135,177.14,125,271.99,100.0,288.17,135,5.0,148,0.9,148,7.5
200,w_2022_lisbon-wedding-8-18.wcnf,549,11.21,414,264.03,429,99.37,434,33.43,432,282.28,412,199.32,396.0,7.37,396,34.0,423,246.12,443,111.41
201,w_2022_af-synthesis_stb_50_160_5.wcnf,131,1.83,130,292.3,113,84.52,113,17.49,178,257.35,162,232.18,113.0,19.77,113,7.0,113,126.99,113,16.55
202,w_2022_ram_k3_n16.ra1.wcnf,7271,34.82,8023,79.84,7271,34.3,7271,1.46,7271,66.07,8080,20.2,10830.0,52.23,9170,5.0,7271,0.16,7271,1.29
203,w_2022_tic.formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_6.wcnf,725,35.65,647,81.86,781,5.92,781,1.43,717,249.62,633,66.55,621.0,44.79,526,192.0,781,112.4,781,1.29
204,w_2022_Rounded_BTWBNSL_insurance_1000_1_3.scores_TWBound_3.wcnf,1803970649,0.17,1659270686,12.62,1434067131,196.93,1421918620,138.35,1629810391,0.13,1652655615,0.23,1402842651.0,172.58,1411686140,5.0,1434801822,158.89,1416516867,134.64
205,w_2022_BrazilInstance4.xml.wcnf,None,300,None,300,239,94.5,None,300,None,300,None,300,79.0,250.45,82,72.0,None,300,None,300
206,w_2022_Rounded_BTWBNSL_insurance_100_1_3.scores_TWBound_2.wcnf,176183588,46.69,173801624,184.82,172351065,285.46,174151682,189.34,173748092,100.67,173310284,193.28,170997392.0,83.15,172856619,1.0,174385369,89.91,173768881,40.48
207,w_2022_polysite-xalan.wcnf,None,300,114664,232.65,114714,191.13,114706,250.34,114777,290.52,114726,280.54,114761.0,299.16,114644,281.0,114727,185.22,114708,125.8
208,w_2022_role_university_1.0_2.wcnf,290047,8.09,210581,299.13,207116,98.22,207127,104.41,256664,128.18,256741,52.0,208282.0,37.67,207523,131.0,207149,34.94,207127,102.54
209,w_2022_simNo_7-s_5-m_100-n_100-fp_0.0001-fn_0.20.wcnf,519344065348614,54.32,350358176964312,296.42,317622690732798,30.15,318507433603920,148.76,335317548155238,223.62,333548062412994,206.44,312756604941627.0,125.69,314526090683871,31.0,315410833554993,46.16,315410833554993,277.52
210,w_2022_Rounded_CorrelationClustering_Ecoli_BINARY_N240_D0.200.wcnf,18936472,11.54,17432321,243.7,18521223,83.97,18191927,212.06,18385696,103.92,17828602,53.01,18410724.0,287.29,17570185,118.0,18116629,5.22,18424900,252.69
211,w_2022_instance8.wcnf,3973,43.87,1722,268.39,3053,163.57,2552,18.23,4097,58.78,1719,194.54,1671.0,120.64,1926,145.0,3279,221.94,2552,19.01
212,w_2022_rgg_n_2_24_s0.wcnf,None,300,54514898,194.79,None,300,None,300,None,300,54514898,227.63,137345076.0,269.1,None,300,None,300,None,300
213,w_2022_Rounded_CorrelationClustering_Ionosphere_BINARY_N200_D0.200.wcnf,4627176,54.24,4604640,209.87,4672787,82.64,4696905,10.65,4747771,212.84,4612857,149.82,4638238.0,36.01,4758039,9.0,4672787,18.66,4716866,198.8
214,w_2022_ann.formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2.wcnf,227,25.0,215,238.0,215,2.46,214,14.94,208,159.56,227,55.75,169.0,57.89,218,6.0,214,253.03,214,16.05
215,w_2022_role_domino_0.9_0.wcnf,207886,55.06,260903,299.21,199368,167.73,199413,278.05,207386,255.7,200113,124.15,223783.0,33.49,225553,6.0,206501,51.3,199823,290.01
216,w_2022_role_university_0.15_8.wcnf,100658,27.69,132124,298.55,97407,259.98,98622,256.42,102143,212.91,101516,252.66,112220.0,44.93,141035,300.0,97982,228.57,98882,291.06
217,w_2022_wcn.adult_train_3_DNF_1_5.wcnf,24492,1.27,28011,234.58,24255,31.66,24254,24.69,28050,223.88,28016,183.31,39977.0,2.48,27310,2.0,24254,28.71,24254,22.7
218,w_2022_role_smallcomp_0.85_4.wcnf,373547,37.37,370939,227.65,369639,190.92,369639,15.13,371719,167.39,370939,185.03,369639.0,171.88,369639,102.0,369899,34.84,369899,26.75
219,w_2022_downcast-hsqldb.wcnf,None,300,30232,226.09,30275,167.51,30276,182.54,30359,158.45,30278,162.09,300,300,30210,299.0,30280,149.69,30276,156.78
220,w_2022_hugebubbles-00020.wcnf,None,300,588544429,120.24,None,300,None,300,588544429,210.27,588544429,176.88,748252038.0,271.05,None,300,None,300,None,300
221,w_2022_ItalyInstance4.xml.wcnf,8870,46.03,8262,280.97,8237,179.35,10461,205.2,9029,147.72,10015,32.47,40.0,276.0,170,285.0,9911,87.66,10490,25.49
222,w_2022_SwitchingActivityMaximization_OpenRISC1200_70.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,10.0,178.39,8,140.0,None,300,None,300
223,w_2022_bnn_mnist_back_image_3_label6_adversarial_norm_inf_totalizer.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
224,w_2022_wei.SingleDay_37_weighted.wcnf,45129373,21.16,45070099,298.02,45129373,19.65,45129373,21.53,45129373,14.53,45129373,12.33,45031922.0,49.26,44885697,78.0,45129373,19.81,45129373,18.46
225,w_2022_role_university_0.25_3.wcnf,146000,30.69,194508,273.58,142219,277.22,141498,271.39,144677,164.26,142692,230.55,158299.0,48.3,192934,300.0,150069,181.07,141498,237.41
226,w_2022_tcp_students_112_it_5.wcnf,3516,59.96,3366,52.91,3402,69.79,3366,90.99,3402,51.41,3366,266.12,3366.0,14.94,3366,3.0,3366,58.35,3366,60.3
227,w_2022_limits-10-10_data-2_inst-030_30m.sm-extracted.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,453074194.0,296.63,44111352,297.0,None,300,None,300
228,w_2022_SwitchingActivityMaximization_OpenRISC1200_90.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,52.0,73.45,32,231.0,None,300,None,300
229,w_2022_ran-scp.scpnrg3_weighted.wcnf,168,2.82,167,299.16,167,45.48,166,36.26,170,164.71,167,151.08,181.0,3.85,173,21.0,167,286.7,166,36.68
230,w_2022_instance12.wcnf,8224,23.86,4805,256.7,6759,67.98,7250,256.05,7780,99.66,4844,286.07,5731.0,176.18,9290,136.0,7294,269.84,7397,247.02
231,w_2022_vio.role_domino_violations_0.15_9.wcnf,59753,14.02,67725,283.63,53145,159.07,55076,209.58,59447,265.73,113653,234.99,60763.0,32.66,80641,27.0,54218,54.57,54706,101.35
232,w_2022_soc-livejournal-user-groups.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,108211843.0,185.96,133639981,203.0,None,300,None,300
233,w_2022_instance2.wcnf,839,22.92,923,230.09,832,41.48,832,47.24,840,35.47,828,111.68,830.0,281.87,828,165.0,834,147.32,831,15.93
234,w_2022_af-synthesis_stb_50_100_3.wcnf,124,21.05,120,234.03,104,174.31,104,22.78,138,266.56,128,287.32,104.0,51.08,104,204.0,105,63.22,104,22.76
235,w_2022_MinWidthCB_mitdbsample_200_64_1k_10s_3t_12.wcnf,64540,40.74,61365,285.71,55120,282.41,54680,263.4,58605,74.65,60895,217.85,58215.0,234.38,55490,26.0,55100,48.97,55335,260.29
236,w_2022_af-synthesis_stb_50_200_6.wcnf,124,20.62,132,181.63,111,76.2,111,58.75,156,295.8,124,232.99,111.0,16.4,111,29.0,111,88.64,111,51.17
237,w_2022_wei.MultiDay_4_weighted.wcnf,2022488,49.26,2193174,299.24,2244586,11.54,2018497,251.54,2244580,10.23,2242304,283.51,2491245.0,30.86,2308873,23.0,2019094,254.03,2018497,251.98
238,w_2022_Rounded_BTWBNSL_Voting_TWBound_4.wcnf,473530085,41.63,467475355,270.05,466286580,99.31,465265136,290.82,475235411,277.37,467296543,161.71,466610451.0,30.79,464263033,2.0,467348725,270.34,466972238,197.92
239,w_2022_instance9.wcnf,2429,52.47,1408,22.57,2096,179.4,2262,196.27,2335,130.53,1538,54.15,868.0,136.54,803,172.0,1967,192.76,2249,276.2
240,w_2022_bnn_mnist_back_image_14_label9_adversarial_norm_inf_totalizer.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
241,w_2022_SwitchingActivityMaximization_OpenRISC1200_74.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,18.0,165.21,20,63.0,None,300,None,300
242,w_2022_Rounded_BTWBNSL_Water_1000_1_2.scores_TWBound_4.wcnf,1596446001,0.19,1513744575,2.3,1329968406,278.16,1328876163,185.1,1487956180,0.34,1514674199,0.67,1330721413.0,10.95,1328370199,3.0,1329534337,112.2,1329348804,190.91
243,w_2022_lisbon-wedding-3-18.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
244,w_2022_lisbon-wedding-1-17.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
245,w_2022_role_domino_0.3_15.wcnf,104149,54.1,121807,295.46,98420,50.94,97412,38.39,101047,112.79,181748,267.42,132043.0,37.18,111747,90.0,99775,23.26,97412,36.09
246,w_2022_bnn_mnist_back_image_9_label1_adversarial_norm_inf_totalizer.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
247,w_2022_rail4872.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,2586.0,61.33,2353,13.0,None,300,None,300
248,w_2022_dim.johnson8-4-4.clq.wcnf,4154,40.12,4154,217.54,4154,95.85,4154,0.0,4154,63.84,4154,48.47,4476.0,150.85,4381,1.0,4154,0.0,4154,0.0
249,w_2022_BrazilInstance5.xml.wcnf,None,300,None,300,462,111.16,465,12.49,None,300,None,300,25.0,232.45,39,185.0,456,22.63,447,150.44
250,w_2022_dim.san400_0.9_1.clq.wcnf,1604,0.0,1604,0.08,1604,27.93,1604,0.04,1604,0.54,1604,0.52,1615.0,20.02,1642,1.0,1604,0.03,1604,0.03
251,w_2022_role_university_0.5_3.wcnf,373654,6.22,319678,299.12,219864,283.04,232636,149.74,243810,286.52,212108,287.73,212787.0,47.19,219030,192.0,223736,192.4,232636,148.4
252,w_2022_Rounded_BTWBNSL_hailfinder_10000_1_3.scores_TWBound_4.wcnf,59237170151,1.69,58293693550,10.81,54651011744,79.32,53041634286,280.49,59507149492,2.57,59805846813,4.2,50299720828.0,85.7,49933907575,289.0,53889360661,231.06,53197093721,285.49
253,w_2022_role_university_0.75_7.wcnf,532155,6.11,447647,263.85,228283,193.66,226636,108.9,532230,5.62,532188,4.26,218259.0,48.94,217176,164.0,227665,130.28,226636,119.48
254,w_2022_mul.role_domino_multiple_0.8_5.wcnf,416700,5.13,253785,298.86,186297,165.55,186585,88.15,186630,264.16,181128,142.83,201735.0,59.3,205860,10.0,186225,151.11,186585,88.17
255,w_2022_ran-scp.scpnrg4_weighted.wcnf,174,3.53,172,141.03,169,92.07,168,70.33,172,294.94,171,107.64,183.0,3.77,176,38.0,168,4.26,168,66.93
256,w_2022_ann.formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4.wcnf,360,18.59,360,28.04,360,141.97,360,5.51,353,9.84,360,134.48,314.0,279.98,426,8.0,360,295.97,360,9.39
257,w_2022_lisbon-wedding-5-19.wcnf,None,300,1216,189.29,1220,74.55,880,147.73,1218,200.84,1126,73.68,805.0,36.75,805,73.0,1119,91.22,1172,147.27
258,w_2022_MinWidthCB_power_1000_24_1k_20s_2t_22.wcnf,87008,50.12,78557,261.87,80416,86.1,80620,151.37,83803,204.97,82037,43.18,81272.0,52.89,80571,67.0,80747,269.97,80827,154.77
259,w_2022_af-synthesis_stb_50_40_8.wcnf,130,23.41,132,233.61,117,75.05,117,57.68,158,208.97,139,294.48,117.0,9.14,117,67.0,117,88.76,117,60.98
260,w_2022_channel-500x100x100-b050.wcnf,33348213,91.94,33348213,48.09,33348213,87.24,33348213,102.92,33347966,55.31,33348213,51.16,45125830.0,153.75,43145889,260.0,26463663,247.98,33348213,122.62
261,w_2022_Rounded_CorrelationClustering_Protein2_BINARY_N380.wcnf,38068834,10.13,37428359,152.49,37788677,218.85,37866275,239.99,37916549,53.28,38209081,254.86,38758165.0,299.87,37189215,120.0,38293316,107.98,37895625,38.22
262,w_2022_causal_Statlog_7_752.wcnf,972102,10.81,810700,22.37,963558,144.7,1011602,6.48,1133702,0.55,1238821,0.41,380356.0,169.18,380356,2.0,1017531,232.32,975540,164.38
263,w_2022_af-synthesis_stb_50_180_1.wcnf,150,1.98,146,47.23,131,242.71,131,283.74,178,274.7,173,244.16,133.0,15.35,131,43.0,133,110.76,133,140.61
264,w_2022_aus.formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_3.wcnf,275,46.21,266,189.85,275,138.53,291,100.48,291,53.52,255,178.05,207.0,220.28,305,40.0,275,122.66,291,111.02
265,w_2022_BrazilInstance7.xml.wcnf,None,300,None,300,809,283.46,853,274.76,None,300,None,300,151.0,258.91,163,99.0,892,252.22,872,122.87
266,w_2022_bnn_mnist_back_image_12_label6_adversarial_norm_inf_totalizer.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
267,w_2022_comp15.wcnf,344,27.05,90,129.15,111,235.97,115,204.34,241,46.21,146,237.82,67.0,267.22,72,112.0,127,13.8,120,53.51
268,w_2022_bnn_mnist_rot_1_label0_adversarial_norm_inf_totalizer.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
269,w_2022_r11.wcnf,None,300,54796642,222.88,53717925,127.15,52882190,246.86,54591703,284.79,54842547,298.32,72182289.0,89.02,48922523,194.0,54951510,106.23,55581039,169.32
270,w_2022_test4.wcnf,None,300,None,300,386,203.84,508,161.79,529,296.8,474,264.26,177.0,137.84,232,33.0,497,191.1,445,257.84
271,w_2022_lisbon-wedding-1-19.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
272,w_2022_Rounded_CorrelationClustering_Protein4_UNARY_N230.wcnf,24678807,3.49,12956515,292.63,7881752,97.74,6931765,33.32,6332110,117.54,14941613,6.61,6260140.0,201.7,8001633,77.0,7050412,109.35,6931765,33.06
273,w_2022_Rounded_BTWBNSL_Flag.BIC_TWBound_4.wcnf,280974339,25.13,279764054,111.89,278891647,57.7,279841585,237.41,280152523,193.82,280032281,180.95,275431681.0,134.18,277011325,3.0,279868179,271.58,279861874,182.42
274,w_2022_role_domino_0.1_18.wcnf,40900,32.1,51945,294.44,39904,106.19,40002,115.13,41083,257.07,90019,238.35,50033.0,34.31,62054,26.0,40131,166.23,40002,121.23
275,w_2022_simNo_2-s_5-m_100-n_500-fp_0.01-fn_0.05.wcnf,10087891677333922,17.98,936278595487667,106.12,879717630292244,130.67,876783047848750,269.72,1462930379825337,16.73,1403823324460419,15.3,884376461322170.0,257.53,12756828767883641,32.0,874793442281234,260.65,876783047848750,267.55
276,w_2022_bnn_mnist_17_label7_adversarial_norm_inf_totalizer.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
277,w_2022_wcn.heart_train_2_CNF_5_10.wcnf,308,40.45,270,21.86,240,0.44,240,4.88,277,152.85,240,62.36,247.0,0.66,257,4.0,240,1.33,240,4.8
278,w_2022_random-net-50-5_network-8.net.wcnf,47035,41.67,47060,158.8,46535,1.97,46535,1.2,47429,259.86,46535,177.41,48658.0,153.71,48944,12.0,46535,1.89,46535,1.08
279,w_2022_MinWidthCB_mitdbsample_200_64_1k_10s_2t_12.wcnf,65090,59.94,63790,132.44,57885,273.79,58115,112.8,61105,10.79,58915,176.31,59420.0,32.51,58845,24.0,58595,184.37,58140,108.57
280,w_2022_bnn_mnist_back_image_5_label2_adversarial_norm_inf_totalizer.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,None,300,None,300,None,300
281,w_2022_instance3.wcnf,1018,19.1,1008,87.4,1019,103.38,1015,112.29,1043,88.39,1013,220.78,1026.0,4.99,1011,17.0,1025,33.95,1020,87.1
282,w_2022_vio.role_firewall_violations_1_0.95_0.wcnf,None,300,None,300,None,300,None,300,None,300,None,300,300,300,855274,263.0,None,300,None,300
283,w_2022_vio.role_domino_violations_0.75_2.wcnf,187524,39.26,257440,277.11,183342,241.22,187389,293.95,183980,213.32,378092,253.8,205580.0,40.89,199267,24.0,187713,24.35,187424,74.29
284,w_2022_car.formula_0.8_2021_atleast_15_max-3_reduced_incomplete_adaboost_2.wcnf,289,54.38,238,22.48,426,99.32,334,6.4,238,186.53,255,60.28,232.0,179.97,271,148.0,238,44.89,334,5.94
285,w_2022_aus.formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_4.wcnf,416,12.0,416,7.08,416,35.2,416,5.37,391,198.86,402,235.85,319.0,107.44,425,4.0,416,9.7,416,4.8
286,w_2022_simNo_9-s_5-m_300-n_300-fp_0.0001-fn_0.20.wcnf,None,300,1918489293906291,76.83,1436345560327644,195.97,1434576074585400,247.15,1781802531088380,73.65,1781802531088380,74.49,8058680441614737.0,104.1,1734980770270242,100.0,1433507484952269,214.66,1434576074585400,219.59
